Room_Id,Room_Name,Booking_Id,Capacity,Room_type,Building_Number,Building_Name,Floor_Number,Utilities,Media
Cy-86,Tenge,ZX1-30Vz,2,Cubicle,c1H-41Y6,Malpighiaceae,6,Air Conditioner,http://dummyimage.com/154x100.png/dddddd/000000
fD-07,Euro,l29-62mV,3,Conference Hall,u3F-90nF,Zosteraceae,0,Air Conditioner,http://dummyimage.com/224x100.png/5fa2dd/ffffff
cM-9x,Euro,sre-78j7,4,Conference Hall,z1a-58kz,Dilleniaceae,7,Duster,http://dummyimage.com/158x100.png/ff4444/ffffff
Yh-94,Ruble,5SD-56tY,3,Conference Hall,F1o-36sk,Polygonaceae,0,Air Conditioner,http://dummyimage.com/248x100.png/cc0000/ffffff
o4-3w,Boliviano,ehI-97dO,7,Conference Hall,v1z-57LT,Asteraceae,6,Marker,http://dummyimage.com/192x100.png/dddddd/000000
eD-1o,Euro,IMB-71io,1,Conference Hall,I3d-13zt,Liliaceae,8,Projector,http://dummyimage.com/180x100.png/5fa2dd/ffffff
R4-8D,Rupiah,Hpo-03js,4,Conference Hall,71r-76ye,Moraceae,1,Duster,http://dummyimage.com/191x100.png/ff4444/ffffff
4C-85,Lilangeni,Vg6-28n0,8,Conference Hall,Z4e-84Kc,Pontederiaceae,5,Air Conditioner,http://dummyimage.com/120x100.png/5fa2dd/ffffff
Fi-4y,Ngultrum,hox-745t,1,Cubicle,T1W-70QR,Fagaceae,8,Projector,http://dummyimage.com/224x100.png/dddddd/000000
wW-9w,Yuan Renminbi,y2h-25s9,5,Conference Hall,q75-8054,Fabaceae,5,Projector,http://dummyimage.com/233x100.png/5fa2dd/ffffff
we-9q,Yuan Renminbi,vu3-89do,6,Conference Hall,G7d-195q,Euphorbiaceae,6,Duster,http://dummyimage.com/110x100.png/ff4444/ffffff
X6-4U,Yuan Renminbi,tun-56PP,2,Conference Hall,q3r-20sa,Cyperaceae,6,Projector,http://dummyimage.com/188x100.png/cc0000/ffffff
kq-4v,Dollar,Jl6-59i1,5,Conference Hall,q1d-8855,Poaceae,4,Monitor,http://dummyimage.com/180x100.png/5fa2dd/ffffff
vo-2g,Krona,BcX-59OF,4,Conference Hall,b0C-552p,Fagaceae,9,Projector,http://dummyimage.com/199x100.png/ff4444/ffffff
YI-3E,Yuan Renminbi,kwM-31KV,2,Cubicle,h0a-39uY,Trapeliaceae,5,Marker,http://dummyimage.com/249x100.png/dddddd/000000
Aw-9k,Rupiah,FnN-63pQ,3,Conference Hall,M9f-34ue,Apocynaceae,7,Monitor,http://dummyimage.com/167x100.png/cc0000/ffffff
4G-4s,Sol,EfU-69rh,10,Conference Hall,418-4219,Gentianaceae,2,Duster,http://dummyimage.com/223x100.png/dddddd/000000
gs-3h,Yuan Renminbi,KRB-33pj,9,Conference Hall,M7Q-47Pd,Asteraceae,7,Monitor,http://dummyimage.com/107x100.png/dddddd/000000
4c-8u,Peso,z2L-425b,8,Conference Hall,j69-91Er,Sphagnaceae,9,Marker,http://dummyimage.com/200x100.png/cc0000/ffffff
fH-5b,Franc,FES-85Ti,2,Conference Hall,G5j-660q,Pteridaceae,0,Marker,http://dummyimage.com/218x100.png/ff4444/ffffff
R1-05,Rupiah,6nm-60Nw,9,Conference Hall,d3o-75WU,Polygonaceae,8,Water Filter,http://dummyimage.com/225x100.png/dddddd/000000
qU-5B,Yuan Renminbi,gKS-608L,2,Conference Hall,d8J-59wg,Teloschistaceae,2,Air Conditioner,http://dummyimage.com/130x100.png/cc0000/ffffff
Xk-3e,Dollar,iaY-84Oo,8,Conference Hall,u20-95ab,Arthoniaceae,6,Projector,http://dummyimage.com/143x100.png/ff4444/ffffff
Sh-45,Krone,5ns-05m0,1,Cubicle,n8q-29xc,Asteraceae,6,Marker,http://dummyimage.com/136x100.png/5fa2dd/ffffff
M0-9s,Euro,prr-62Fg,4,Conference Hall,k2A-13lb,Pyrenulaceae,1,Marker,http://dummyimage.com/181x100.png/dddddd/000000
b3-0V,Real,JwY-20uv,8,Conference Hall,V3k-64Gl,Gentianaceae,6,Marker,http://dummyimage.com/178x100.png/ff4444/ffffff
sx-4u,Yuan Renminbi,LUQ-86gv,6,Conference Hall,N7g-060w,Leskeaceae,2,Projector,http://dummyimage.com/201x100.png/ff4444/ffffff
ML-1K,Som,cGX-44F9,8,Conference Hall,r5c-17o5,Fabaceae,0,Monitor,http://dummyimage.com/204x100.png/5fa2dd/ffffff
zJ-0K,Krona,pJP-73eG,1,Conference Hall,Z3M-4004,Physciaceae,8,Air Conditioner,http://dummyimage.com/119x100.png/dddddd/000000
UI-3m,Rupiah,GfY-99xY,1,Cubicle,W2P-77Yy,Convolvulaceae,6,Duster,http://dummyimage.com/201x100.png/5fa2dd/ffffff
YD-9A,Ruble,xkp-33YX,6,Conference Hall,07b-23Of,Apiaceae,9,Water Filter,http://dummyimage.com/135x100.png/ff4444/ffffff
Gr-1C,Yuan Renminbi,z33-29DI,8,Conference Hall,B84-48vw,Buddlejaceae,4,Duster,http://dummyimage.com/162x100.png/dddddd/000000
Is-6Z,Peso,pm8-82rm,6,Conference Hall,g9V-88XM,Orchidaceae,7,Monitor,http://dummyimage.com/250x100.png/dddddd/000000
x7-8i,Euro,CyC-58Of,4,Conference Hall,B48-48qR,Caryophyllaceae,3,Air Conditioner,http://dummyimage.com/137x100.png/cc0000/ffffff
9p-1u,Euro,2jh-27G4,4,Conference Hall,A4g-10jQ,Apiaceae,4,Projector,http://dummyimage.com/181x100.png/5fa2dd/ffffff
QV-8S,Yuan Renminbi,MqQ-22zC,3,Conference Hall,60y-33sd,Rosaceae,2,Projector,http://dummyimage.com/166x100.png/dddddd/000000
ne-3B,Zloty,YVs-01Fj,6,Conference Hall,30Y-96vb,Orchidaceae,3,Monitor,http://dummyimage.com/231x100.png/5fa2dd/ffffff
jt-9Z,Rupiah,moH-2197,8,Conference Hall,x15-63Hn,Boraginaceae,0,Water Filter,http://dummyimage.com/220x100.png/dddddd/000000
ay-5q,Rupiah,aXw-12dq,10,Conference Hall,38B-78JC,Hydrophyllaceae,5,Air Conditioner,http://dummyimage.com/157x100.png/5fa2dd/ffffff
tC-0Z,Dollar,kmy-705r,9,Conference Hall,o79-02Yz,Diapensiaceae,5,Marker,http://dummyimage.com/104x100.png/dddddd/000000
ui-78,Lempira,73R-25UT,7,Conference Hall,H82-21Kh,Convolvulaceae,9,Water Filter,http://dummyimage.com/233x100.png/5fa2dd/ffffff
Nf-3i,Rupiah,Qwm-46Le,3,Conference Hall,v6U-75rI,Cyperaceae,7,Monitor,http://dummyimage.com/188x100.png/dddddd/000000
N3-0L,Ruble,a7j-15Ey,6,Conference Hall,h49-90Dm,Brassicaceae,8,Monitor,http://dummyimage.com/177x100.png/ff4444/ffffff
m9-7e,Som,WvQ-64zz,2,Conference Hall,Y5R-59iG,Rhamnaceae,1,Water Filter,http://dummyimage.com/210x100.png/cc0000/ffffff
XL-3b,Shekel,fjz-37wB,2,Cubicle,L8C-78Dv,Fabaceae,3,Duster,http://dummyimage.com/198x100.png/cc0000/ffffff
4u-4p,Leu,oN3-93uB,2,Conference Hall,t8A-08NE,Convolvulaceae,7,Duster,http://dummyimage.com/126x100.png/cc0000/ffffff
XB-1Y,Afghani,mDF-90wy,5,Conference Hall,X0k-03Vw,Juncaceae,1,Water Filter,http://dummyimage.com/153x100.png/ff4444/ffffff
0X-8a,Euro,Kvb-29Pe,4,Conference Hall,V4M-39ai,Physciaceae,4,Marker,http://dummyimage.com/101x100.png/cc0000/ffffff
sI-92,Yuan Renminbi,f1p-07C7,2,Conference Hall,K4j-16Kv,Hypnaceae,4,Duster,http://dummyimage.com/161x100.png/cc0000/ffffff
7x-7R,Rupiah,Z5t-88TU,5,Conference Hall,d8b-077A,Lichinaceae,3,Air Conditioner,http://dummyimage.com/189x100.png/dddddd/000000
Dk-3P,Ruble,paX-65BA,7,Conference Hall,g61-332m,Physciaceae,8,Projector,http://dummyimage.com/195x100.png/5fa2dd/ffffff
qq-0x,Zloty,tLr-11xy,7,Conference Hall,L9T-17Zy,Bacidiaceae,2,Duster,http://dummyimage.com/161x100.png/cc0000/ffffff
LI-95,Zloty,FI1-88Ll,9,Conference Hall,c1L-3288,Asteraceae,1,Water Filter,http://dummyimage.com/249x100.png/ff4444/ffffff
RT-9g,Rupiah,ySF-81l0,10,Conference Hall,x3C-71Na,Araceae,3,Duster,http://dummyimage.com/199x100.png/ff4444/ffffff
fN-3C,Yuan Renminbi,Jj3-84jy,2,Conference Hall,P5t-42wL,Asteraceae,3,Water Filter,http://dummyimage.com/107x100.png/ff4444/ffffff
UZ-0n,Lempira,kmL-04DM,1,Conference Hall,U3f-3422,Brachytheciaceae,0,Projector,http://dummyimage.com/191x100.png/cc0000/ffffff
Aq-1J,Dollar,zXu-22Yi,3,Conference Hall,G3H-966Q,Euphorbiaceae,6,Monitor,http://dummyimage.com/247x100.png/dddddd/000000
wv-98,Yuan Renminbi,BbR-54Ym,2,Conference Hall,e2j-87HG,Plantaginaceae,9,Monitor,http://dummyimage.com/242x100.png/ff4444/ffffff
if-9a,Peso,MVt-16pq,5,Conference Hall,71t-57OD,Dicranaceae,4,Monitor,http://dummyimage.com/234x100.png/5fa2dd/ffffff
Rg-90,Peso,x4N-89FU,8,Conference Hall,K4Y-13im,Scrophulariaceae,4,Duster,http://dummyimage.com/224x100.png/dddddd/000000
nm-2h,Yuan Renminbi,A5P-81J0,3,Conference Hall,Q8F-44t9,Portulacaceae,7,Monitor,http://dummyimage.com/198x100.png/cc0000/ffffff
Wj-2I,Ruble,Bly-56G2,10,Conference Hall,O1N-27mi,Poaceae,6,Projector,http://dummyimage.com/194x100.png/dddddd/000000
Jt-5j,Peso,4bz-92uu,8,Conference Hall,n3W-2275,Asteraceae,7,Duster,http://dummyimage.com/122x100.png/dddddd/000000
Nq-4i,Tala,2Iv-63ad,6,Conference Hall,d4y-0362,Brassicaceae,7,Monitor,http://dummyimage.com/226x100.png/dddddd/000000
G1-06,Yuan Renminbi,xBZ-32wC,5,Conference Hall,w9b-45Ox,Boraginaceae,8,Air Conditioner,http://dummyimage.com/163x100.png/dddddd/000000
YQ-5o,Euro,j4G-05h1,1,Cubicle,W84-56Ni,Fabaceae,0,Marker,http://dummyimage.com/248x100.png/ff4444/ffffff
wF-2g,Rupee,A9F-75dc,7,Conference Hall,W4G-859E,Cornaceae,4,Air Conditioner,http://dummyimage.com/154x100.png/ff4444/ffffff
an-2y,Dollar,rNE-99uZ,5,Conference Hall,R2s-975m,Celastraceae,4,Air Conditioner,http://dummyimage.com/237x100.png/ff4444/ffffff
B2-8B,Quetzal,CBZ-22UE,3,Conference Hall,q0q-97rS,Cupressaceae,0,Projector,http://dummyimage.com/174x100.png/dddddd/000000
GO-4y,Lev,6DV-36AF,4,Conference Hall,e3F-42Y9,Polygonaceae,0,Monitor,http://dummyimage.com/102x100.png/dddddd/000000
2s-8j,Euro,ZyB-48L5,2,Cubicle,H3v-91iq,Poaceae,7,Marker,http://dummyimage.com/146x100.png/cc0000/ffffff
LM-8T,Real,ml4-62dj,3,Conference Hall,v6g-30Nj,Asteraceae,5,Duster,http://dummyimage.com/202x100.png/5fa2dd/ffffff
nK-3H,Peso,G5v-69OI,1,Cubicle,p3J-50LO,Asteraceae,9,Water Filter,http://dummyimage.com/156x100.png/5fa2dd/ffffff
Ed-4L,Yuan Renminbi,ZPn-54wz,7,Conference Hall,F9Q-51N5,Aizoaceae,2,Monitor,http://dummyimage.com/231x100.png/cc0000/ffffff
K2-1J,Real,cJ1-63OH,2,Conference Hall,20U-905T,Fabaceae,4,Marker,http://dummyimage.com/130x100.png/cc0000/ffffff
1z-5Q,Dollar,tpx-19QW,7,Conference Hall,e7E-10gB,Liliaceae,9,Marker,http://dummyimage.com/101x100.png/cc0000/ffffff
lE-7P,Euro,w29-82m0,4,Conference Hall,06r-13L6,Physciaceae,2,Monitor,http://dummyimage.com/239x100.png/dddddd/000000
Vc-1s,Peso,PEY-27eC,7,Conference Hall,s2e-80ID,Poaceae,5,Air Conditioner,http://dummyimage.com/143x100.png/5fa2dd/ffffff
Do-9N,Euro,gXB-86yL,4,Conference Hall,o0H-241u,Apiaceae,0,Air Conditioner,http://dummyimage.com/242x100.png/dddddd/000000
0X-6U,Naira,H4o-9803,2,Cubicle,l1j-8254,Asteraceae,9,Marker,http://dummyimage.com/175x100.png/dddddd/000000
Ku-2g,Ruble,nUT-07H4,5,Conference Hall,D3B-46Is,Asteraceae,7,Duster,http://dummyimage.com/113x100.png/ff4444/ffffff
cX-2x,Peso,KfU-90rX,1,Cubicle,F3A-3632,Piperaceae,3,Projector,http://dummyimage.com/242x100.png/dddddd/000000
WF-3D,Sol,YJK-054Z,4,Conference Hall,32j-05lz,Apiaceae,5,Marker,http://dummyimage.com/210x100.png/5fa2dd/ffffff
YZ-4k,Peso,ulc-84Sa,3,Conference Hall,c8x-8185,Saxifragaceae,8,Monitor,http://dummyimage.com/182x100.png/5fa2dd/ffffff
j1-1K,Ruble,rfa-67wF,8,Conference Hall,U8P-40Bf,Rosaceae,2,Duster,http://dummyimage.com/192x100.png/dddddd/000000
Sg-1J,Yuan Renminbi,dWx-08PI,6,Conference Hall,e8x-23w9,Caryophyllaceae,3,Projector,http://dummyimage.com/194x100.png/ff4444/ffffff
ny-0w,Rupiah,ZKm-49DU,3,Conference Hall,c9x-91SA,Orchidaceae,7,Water Filter,http://dummyimage.com/107x100.png/dddddd/000000
Kk-6v,Rupiah,Zlz-41qz,9,Conference Hall,p9r-00xW,Chenopodiaceae,1,Monitor,http://dummyimage.com/169x100.png/ff4444/ffffff
Yk-06,Won,Thd-18ZF,4,Conference Hall,K70-38hA,Salicaceae,5,Marker,http://dummyimage.com/105x100.png/5fa2dd/ffffff
rs-8u,Yuan Renminbi,aHn-90u3,10,Conference Hall,z61-14vX,Fabaceae,9,Marker,http://dummyimage.com/209x100.png/5fa2dd/ffffff
bM-19,Euro,UTh-52lx,5,Conference Hall,R9o-29BF,Tamaricaceae,2,Projector,http://dummyimage.com/151x100.png/ff4444/ffffff
L1-0q,Krona,nhD-11c8,10,Conference Hall,t41-7783,Potamogetonaceae,8,Monitor,http://dummyimage.com/225x100.png/ff4444/ffffff
SC-3I,Yuan Renminbi,xyl-571g,6,Conference Hall,97I-392k,Liliaceae,7,Duster,http://dummyimage.com/121x100.png/5fa2dd/ffffff
XV-5L,Yuan Renminbi,gpa-81cg,1,Conference Hall,92Z-51WF,Asteraceae,5,Water Filter,http://dummyimage.com/109x100.png/ff4444/ffffff
3Y-4w,Yuan Renminbi,30w-31qm,9,Conference Hall,G7a-09sm,Rhamnaceae,5,Water Filter,http://dummyimage.com/205x100.png/cc0000/ffffff
uB-6V,Yuan Renminbi,Lqw-07zK,2,Cubicle,m2O-50k8,Dioscoreaceae,6,Projector,http://dummyimage.com/125x100.png/5fa2dd/ffffff
nM-8t,Krona,ySF-81l0,7,Conference Hall,I8U-07H8,Poaceae,2,Marker,http://dummyimage.com/206x100.png/5fa2dd/ffffff
Qb-5A,Ruble,d6i-26O1,9,Conference Hall,H2y-17TG,Aizoaceae,6,Projector,http://dummyimage.com/167x100.png/5fa2dd/ffffff
7R-38,Dollar,b35-61iT,2,Conference Hall,H1I-63OY,Saxifragaceae,8,Monitor,http://dummyimage.com/159x100.png/dddddd/000000
0L-8x,Yuan Renminbi,Eya-15cK,1,Cubicle,F55-88u1,Myrtaceae,8,Projector,http://dummyimage.com/179x100.png/dddddd/000000
po-4P,Zloty,jEg-10LW,2,Cubicle,f7E-80m1,Malpighiaceae,2,Water Filter,http://dummyimage.com/194x100.png/ff4444/ffffff
DK-5q,Euro,RzI-67PS,2,Cubicle,f6B-69Pr,Ephedraceae,3,Duster,http://dummyimage.com/145x100.png/5fa2dd/ffffff
Q3-41,Peso,KCx-57lM,9,Conference Hall,s71-68tK,Porpidiaceae,1,Water Filter,http://dummyimage.com/157x100.png/5fa2dd/ffffff
8K-9D,Rupiah,cCZ-80Q1,7,Conference Hall,j8N-408j,Liliaceae,6,Marker,http://dummyimage.com/137x100.png/dddddd/000000
uh-6I,Yuan Renminbi,2Iv-63ad,4,Conference Hall,W9V-92H5,Solanaceae,6,Water Filter,http://dummyimage.com/220x100.png/5fa2dd/ffffff
Ki-7j,Yuan Renminbi,3mt-39gD,6,Conference Hall,L3d-352Q,Asteraceae,8,Duster,http://dummyimage.com/221x100.png/dddddd/000000
oY-8b,Euro,Y58-93xw,7,Conference Hall,F4G-54U2,Sphagnaceae,5,Monitor,http://dummyimage.com/227x100.png/dddddd/000000
0s-9g,Yuan Renminbi,CLD-940S,7,Conference Hall,r4I-336c,Acarosporaceae,7,Monitor,http://dummyimage.com/229x100.png/cc0000/ffffff
0i-2n,Peso,jL5-41UI,5,Conference Hall,h91-45QZ,Brassicaceae,2,Projector,http://dummyimage.com/205x100.png/5fa2dd/ffffff
X1-0L,Dinar,6ke-35Qx,8,Conference Hall,Q5f-87jy,Malvaceae,9,Monitor,http://dummyimage.com/192x100.png/ff4444/ffffff
vZ-5i,Euro,tBS-38C9,6,Conference Hall,d03-19tS,Caryophyllaceae,9,Marker,http://dummyimage.com/216x100.png/cc0000/ffffff
Lj-8W,Euro,hWN-23xR,2,Conference Hall,81Y-23LR,Butomaceae,5,Marker,http://dummyimage.com/214x100.png/cc0000/ffffff
FK-1Z,Euro,tpx-19QW,5,Conference Hall,E4B-6793,Primulaceae,3,Marker,http://dummyimage.com/213x100.png/dddddd/000000
za-5q,Real,oKA-71XS,10,Conference Hall,Z2y-08ZT,Betulaceae,6,Water Filter,http://dummyimage.com/106x100.png/5fa2dd/ffffff
tc-7L,Yuan Renminbi,pQL-91CU,9,Conference Hall,o7j-83Ds,Poaceae,4,Air Conditioner,http://dummyimage.com/222x100.png/cc0000/ffffff
sj-7n,Peso,0Gf-869Y,5,Conference Hall,63s-19yo,Scrophulariaceae,8,Monitor,http://dummyimage.com/245x100.png/cc0000/ffffff
nz-7G,Euro,ASU-03R9,10,Conference Hall,G6f-87jV,Anacardiaceae,8,Marker,http://dummyimage.com/142x100.png/dddddd/000000
wT-8f,Dram,8wP-43LF,9,Conference Hall,E8A-59jB,Cyperaceae,7,Marker,http://dummyimage.com/193x100.png/cc0000/ffffff
EI-5l,Euro,Sql-23A9,4,Conference Hall,X0k-03Vw,Juncaceae,1,Duster,http://dummyimage.com/116x100.png/ff4444/ffffff
5P-8u,Yuan Renminbi,XOI-29Tr,8,Conference Hall,g1R-85zZ,Flacourtiaceae,8,Projector,http://dummyimage.com/227x100.png/cc0000/ffffff
3h-5Y,Yuan Renminbi,fyc-440D,2,Cubicle,C0o-11Yq,Scrophulariaceae,6,Marker,http://dummyimage.com/181x100.png/dddddd/000000
4r-2B,Real,FML-89cY,9,Conference Hall,O5J-47sx,Araliaceae,1,Air Conditioner,http://dummyimage.com/158x100.png/dddddd/000000
yM-6J,Peso,O7Q-36Wp,7,Conference Hall,g9V-88XM,Orchidaceae,0,Air Conditioner,http://dummyimage.com/126x100.png/cc0000/ffffff
x4-80,Shilling,fjz-37wB,7,Conference Hall,N8K-86g5,Polemoniaceae,2,Duster,http://dummyimage.com/243x100.png/ff4444/ffffff
1c-27,Quetzal,1Nn-77X7,8,Conference Hall,q7T-39sr,Ophioglossaceae,1,Monitor,http://dummyimage.com/245x100.png/5fa2dd/ffffff
AV-0X,Euro,ROt-19EB,4,Conference Hall,G1m-14eL,Fagaceae,1,Air Conditioner,http://dummyimage.com/207x100.png/ff4444/ffffff
e5-6E,Peso,tun-56PP,10,Conference Hall,k2H-58PK,Orchidaceae,0,Projector,http://dummyimage.com/219x100.png/ff4444/ffffff
nr-8b,Dinar,O5s-16Dd,9,Conference Hall,P9O-87M1,Saxifragaceae,0,Water Filter,http://dummyimage.com/170x100.png/ff4444/ffffff
YB-8A,Euro,dWx-08PI,8,Conference Hall,N76-0382,Cucurbitaceae,2,Monitor,http://dummyimage.com/121x100.png/dddddd/000000
f4-3W,Taka,k0K-06KG,1,Cubicle,N7g-060w,Leskeaceae,1,Monitor,http://dummyimage.com/102x100.png/5fa2dd/ffffff
gH-0F,Rupiah,0TQ-81cw,4,Conference Hall,085-743i,Rosaceae,6,Projector,http://dummyimage.com/210x100.png/cc0000/ffffff
2L-5w,Rial,vi7-09re,5,Conference Hall,n99-57Hl,Hymeneliaceae,2,Duster,http://dummyimage.com/193x100.png/dddddd/000000
8b-8u,Yuan Renminbi,Wjv-97dL,2,Cubicle,n0d-890F,Solanaceae,5,Water Filter,http://dummyimage.com/208x100.png/cc0000/ffffff
mz-74,Zloty,nh2-65Od,1,Conference Hall,f06-08Ir,Linaceae,7,Water Filter,http://dummyimage.com/210x100.png/5fa2dd/ffffff
EF-5d,Yuan Renminbi,6Dh-01k0,10,Conference Hall,p1J-22Aa,Brassicaceae,4,Marker,http://dummyimage.com/113x100.png/ff4444/ffffff
I9-2e,Yuan Renminbi,teX-19ue,4,Conference Hall,C12-52mb,Poaceae,6,Marker,http://dummyimage.com/206x100.png/5fa2dd/ffffff
nM-6Z,Yen,wl5-8247,1,Conference Hall,n5w-13c5,Asteraceae,6,Water Filter,http://dummyimage.com/199x100.png/ff4444/ffffff
59-4Z,Zloty,iOQ-15Ql,9,Conference Hall,f78-66yP,Arthoniaceae,4,Air Conditioner,http://dummyimage.com/212x100.png/ff4444/ffffff
CN-6W,Rupiah,Du4-97zF,1,Cubicle,438-38yC,Viscaceae,4,Water Filter,http://dummyimage.com/142x100.png/dddddd/000000
uY-6J,Yuan Renminbi,oGk-06US,1,Conference Hall,H8S-39KM,Aristolochiaceae,6,Duster,http://dummyimage.com/231x100.png/5fa2dd/ffffff
b6-3x,Krona,5eU-11ls,1,Cubicle,u4g-72NR,Pteridaceae,2,Duster,http://dummyimage.com/218x100.png/cc0000/ffffff
7W-2u,Quetzal,If3-55PY,2,Cubicle,F98-905B,Fabaceae,0,Water Filter,http://dummyimage.com/220x100.png/cc0000/ffffff
0g-0c,Dinar,A80-79nG,10,Conference Hall,L0J-58HD,Asteraceae,9,Water Filter,http://dummyimage.com/206x100.png/5fa2dd/ffffff
Ky-4w,Zloty,HAj-95N0,1,Cubicle,83K-14ne,Malvaceae,3,Duster,http://dummyimage.com/193x100.png/ff4444/ffffff
Wr-47,Peso,IxO-75T9,7,Conference Hall,f3W-75Fi,Fabaceae,1,Water Filter,http://dummyimage.com/152x100.png/dddddd/000000
mK-1W,Yuan Renminbi,pqQ-2228,5,Conference Hall,967-30cK,Asteraceae,6,Projector,http://dummyimage.com/246x100.png/5fa2dd/ffffff
ku-2T,Rupiah,1Jn-36hd,4,Conference Hall,b3V-53dU,Zingiberaceae,5,Monitor,http://dummyimage.com/116x100.png/dddddd/000000
uc-3J,Real,NYx-78pH,2,Conference Hall,n1N-18EO,Poaceae,6,Duster,http://dummyimage.com/235x100.png/5fa2dd/ffffff
IS-0Y,Dollar,PNK-37KQ,3,Conference Hall,m3s-53re,Polygonaceae,0,Monitor,http://dummyimage.com/188x100.png/cc0000/ffffff
Ky-4E,Peso,cFN-95XS,5,Conference Hall,44C-10I5,Notothyladaceae,2,Duster,http://dummyimage.com/160x100.png/5fa2dd/ffffff
xl-5y,Euro,fIO-62Ie,7,Conference Hall,d2e-493a,Cactaceae,6,Marker,http://dummyimage.com/225x100.png/5fa2dd/ffffff
RF-7y,Peso,V0n-4150,8,Conference Hall,K4j-16Kv,Hypnaceae,1,Projector,http://dummyimage.com/117x100.png/ff4444/ffffff
kX-5O,Rupee,91J-81Rk,8,Conference Hall,G34-90cw,Rosaceae,5,Monitor,http://dummyimage.com/102x100.png/dddddd/000000
ir-24,Dollar,RUz-85PM,10,Conference Hall,y5Q-32VW,Bignoniaceae,3,Monitor,http://dummyimage.com/250x100.png/5fa2dd/ffffff
0A-98,Euro,WT3-19Ay,2,Cubicle,F3U-70PI,Araceae,4,Marker,http://dummyimage.com/189x100.png/dddddd/000000
eM-5f,Yuan Renminbi,xHx-00oX,7,Conference Hall,A3R-44xG,Liliaceae,3,Duster,http://dummyimage.com/170x100.png/ff4444/ffffff
1J-3L,Euro,3N1-77mP,3,Conference Hall,18Y-37LT,Nyctaginaceae,5,Air Conditioner,http://dummyimage.com/169x100.png/5fa2dd/ffffff
8q-8I,Yen,LAY-74Ga,1,Cubicle,B7o-99Zv,Fabaceae,4,Monitor,http://dummyimage.com/190x100.png/5fa2dd/ffffff
dq-8c,Euro,Qwm-46Le,8,Conference Hall,y41-79zp,Liliaceae,7,Water Filter,http://dummyimage.com/181x100.png/ff4444/ffffff
Nm-2B,Rupiah,MqQ-22zC,1,Conference Hall,e9t-48fg,Poaceae,2,Water Filter,http://dummyimage.com/201x100.png/ff4444/ffffff
Ot-18,Yuan Renminbi,xVk-94qP,8,Conference Hall,v2S-87OA,Caryophyllaceae,8,Duster,http://dummyimage.com/107x100.png/5fa2dd/ffffff
iE-8z,Dollar,KXi-32Gw,10,Conference Hall,O46-35ss,Zingiberaceae,6,Projector,http://dummyimage.com/238x100.png/5fa2dd/ffffff
lb-3Z,Dollar,hqT-53QL,5,Conference Hall,q9l-085v,Fabaceae,3,Water Filter,http://dummyimage.com/136x100.png/dddddd/000000
uP-0C,Real,HSl-96Vm,8,Conference Hall,y6Y-86v4,Asteraceae,4,Duster,http://dummyimage.com/102x100.png/dddddd/000000
Ih-6M,Rupiah,y3n-659P,2,Cubicle,Z3p-25zt,Asteraceae,6,Air Conditioner,http://dummyimage.com/113x100.png/dddddd/000000
cH-5z,Krona,cff-35UD,8,Conference Hall,b4P-16nd,Fabaceae,8,Air Conditioner,http://dummyimage.com/219x100.png/dddddd/000000
YT-6s,Yuan Renminbi,J1i-59JA,6,Conference Hall,l6V-78kg,Bryaceae,8,Monitor,http://dummyimage.com/158x100.png/ff4444/ffffff
GH-6x,Yuan Renminbi,btR-54f1,2,Cubicle,z5K-71lJ,Pyrenulaceae,2,Marker,http://dummyimage.com/243x100.png/cc0000/ffffff
VA-6N,Yuan Renminbi,XyC-24ai,9,Conference Hall,06y-14YV,Hydrophyllaceae,2,Water Filter,http://dummyimage.com/160x100.png/ff4444/ffffff
vG-9s,Rial,i9R-75HW,8,Conference Hall,x15-63Hn,Boraginaceae,4,Air Conditioner,http://dummyimage.com/124x100.png/ff4444/ffffff
Kh-4O,Yuan Renminbi,7xw-72Tg,6,Conference Hall,38i-036r,Caprifoliaceae,2,Duster,http://dummyimage.com/177x100.png/5fa2dd/ffffff
gp-32,Peso,dhs-66L8,4,Conference Hall,I6T-87AR,Verrucariaceae,2,Projector,http://dummyimage.com/117x100.png/5fa2dd/ffffff
Hn-8c,Euro,TJR-60Eo,9,Conference Hall,W4k-28uo,Isoetaceae,4,Air Conditioner,http://dummyimage.com/195x100.png/dddddd/000000
xu-7L,Krona,G1O-213D,7,Conference Hall,b17-17LY,Rosaceae,0,Marker,http://dummyimage.com/189x100.png/5fa2dd/ffffff
2z-4Y,Rupiah,f6N-580w,10,Conference Hall,s7g-18Yl,Rosaceae,9,Duster,http://dummyimage.com/129x100.png/dddddd/000000
CL-5Z,Yuan Renminbi,uQX-74zt,3,Conference Hall,l2K-43HE,Pertusariaceae,7,Duster,http://dummyimage.com/116x100.png/5fa2dd/ffffff
qs-7I,Rupiah,QnE-59og,1,Cubicle,c1r-93j7,Cannaceae,7,Water Filter,http://dummyimage.com/145x100.png/dddddd/000000
aX-6x,Dollar,zCh-9434,9,Conference Hall,56P-55Fw,Primulaceae,3,Projector,http://dummyimage.com/242x100.png/dddddd/000000
IH-0e,Yuan Renminbi,b6R-67xw,9,Conference Hall,l99-07V2,Solanaceae,1,Water Filter,http://dummyimage.com/162x100.png/ff4444/ffffff
